Respondent,CareerSatisfaction
80890,Extremely satisfied
80891,Slightly satisfied
80892,Slightly satisfied
80895,Extremely satisfied
80897,Neither satisfied nor dissatisfied
80902,Slightly dissatisfied
80906,Extremely satisfied
80907,Slightly satisfied
80908,Moderately satisfied
80911,Moderately dissatisfied
80915,Moderately satisfied
80917,Moderately satisfied
80919,Moderately satisfied
80921,Moderately dissatisfied
80923,Extremely satisfied
80925,Moderately dissatisfied
80927,Extremely satisfied
80929,Slightly satisfied
80931,Slightly satisfied
80932,Moderately satisfied
80933,Slightly dissatisfied
80934,Slightly satisfied
80935,Slightly dissatisfied
80939,Extremely dissatisfied
80943,Moderately satisfied
80946,Extremely dissatisfied
80949,Neither satisfied nor dissatisfied
80952,Extremely satisfied
80953,Moderately satisfied
80954,Slightly satisfied
80955,Moderately satisfied
80956,Extremely satisfied
80958,Extremely satisfied
80960,Slightly satisfied
80962,Slightly dissatisfied
80963,Extremely satisfied
80964,Extremely satisfied
80966,Moderately satisfied
80969,Moderately satisfied
80971,Moderately satisfied
80972,Neither satisfied nor dissatisfied
80973,Slightly dissatisfied
80979,Moderately satisfied
80982,Moderately satisfied
80983,Slightly satisfied
80986,Extremely dissatisfied
80989,Moderately satisfied
80990,Extremely satisfied
80991,Moderately satisfied
80994,Extremely satisfied
80995,Extremely satisfied
80998,Slightly satisfied
81001,Moderately satisfied
81003,Moderately satisfied
81005,Moderately satisfied
81007,Extremely satisfied
81010,Moderately satisfied
81011,Extremely satisfied
81015,Neither satisfied nor dissatisfied
81016,Slightly dissatisfied
81017,Moderately satisfied
81018,Slightly dissatisfied
81019,Slightly satisfied
81020,Extremely satisfied
81022,Moderately satisfied
81023,Moderately satisfied
81024,Slightly dissatisfied
81026,Moderately dissatisfied
81027,Extremely satisfied
81028,Moderately satisfied
81029,Moderately satisfied
81030,Slightly satisfied
81031,Moderately dissatisfied
81033,Moderately satisfied
81037,Slightly satisfied
81038,Extremely dissatisfied
81042,Moderately satisfied
81043,Moderately satisfied
81044,Slightly satisfied
81045,Moderately satisfied
81049,Extremely satisfied
81050,Extremely satisfied
81051,Moderately satisfied
81052,Slightly satisfied
81053,Moderately satisfied
81054,Neither satisfied nor dissatisfied
81055,Extremely satisfied
81056,Extremely satisfied
81059,Slightly satisfied
81060,Moderately satisfied
81062,Slightly satisfied
81064,Moderately satisfied
81065,Slightly satisfied
81067,Slightly satisfied
81069,Extremely satisfied
81070,Extremely satisfied
81072,Moderately satisfied
81078,Moderately satisfied
81080,Slightly satisfied
81081,Extremely dissatisfied
81082,Slightly dissatisfied
81083,Extremely satisfied
81084,Extremely dissatisfied
81087,Moderately satisfied
81089,Moderately satisfied
81090,Moderately satisfied
81091,Slightly satisfied
81092,Moderately satisfied
81094,Extremely satisfied
81095,Moderately satisfied
81097,Slightly dissatisfied
81098,Neither satisfied nor dissatisfied
81099,Slightly dissatisfied
81102,Slightly satisfied
81103,Moderately satisfied
81105,Slightly dissatisfied
81108,Extremely satisfied
81109,Moderately satisfied
81112,Extremely satisfied
81114,Moderately satisfied
81115,Moderately satisfied
81117,Moderately satisfied
81118,Moderately satisfied
81120,Extremely satisfied
81122,Moderately satisfied
81123,Moderately satisfied
81125,Slightly dissatisfied
81128,Slightly satisfied
81129,Extremely satisfied
81132,Moderately satisfied
81133,Moderately satisfied
81134,Extremely satisfied
81135,Moderately dissatisfied
81137,Slightly satisfied
81138,Extremely satisfied
81140,Neither satisfied nor dissatisfied
81141,Slightly satisfied
81143,Moderately satisfied
81145,Moderately satisfied
81148,Moderately satisfied
81152,Extremely satisfied
81153,Neither satisfied nor dissatisfied
81154,Moderately satisfied
81155,Moderately satisfied
81156,Moderately satisfied
81157,Extremely satisfied
81159,Slightly satisfied
81160,Extremely dissatisfied
81162,Moderately satisfied
81164,Moderately satisfied
81165,Moderately satisfied
81167,Neither satisfied nor dissatisfied
81168,Slightly satisfied
81171,Extremely satisfied
81172,Neither satisfied nor dissatisfied
81174,Moderately satisfied
81177,Moderately satisfied
81178,Moderately satisfied
81181,Extremely satisfied
81184,Neither satisfied nor dissatisfied
81185,Extremely dissatisfied
81187,Extremely satisfied
81192,Moderately satisfied
81193,Slightly dissatisfied
81194,Moderately satisfied
81196,Slightly satisfied
81197,Moderately satisfied
81198,Moderately satisfied
81199,Neither satisfied nor dissatisfied
81200,Moderately satisfied
81201,Moderately satisfied
81202,Slightly satisfied
81203,Slightly satisfied
81205,Neither satisfied nor dissatisfied
81206,Moderately satisfied
81208,Slightly dissatisfied
81210,Extremely satisfied
81211,Slightly satisfied
81213,Moderately satisfied
81215,Extremely satisfied
81217,Slightly satisfied
81218,Extremely satisfied
81220,Extremely satisfied
81222,Slightly satisfied
81223,Moderately satisfied
81224,Extremely satisfied
81225,Slightly satisfied
81226,Extremely satisfied
81227,Moderately satisfied
81229,Moderately satisfied
81230,Extremely satisfied
81232,Slightly satisfied
81234,Moderately dissatisfied
81236,Slightly dissatisfied
81238,Slightly dissatisfied
81239,Extremely satisfied
81241,Moderately satisfied
81242,Extremely satisfied
81245,Moderately satisfied
81246,Slightly dissatisfied
81247,Slightly dissatisfied
81248,Slightly satisfied
81249,Slightly dissatisfied
81250,Extremely satisfied
81251,Neither satisfied nor dissatisfied
81252,Extremely satisfied
81253,Moderately satisfied
81258,Slightly satisfied
81259,Neither satisfied nor dissatisfied
81260,Slightly satisfied
81261,Slightly satisfied
81262,Extremely satisfied
81263,Extremely satisfied
81264,Moderately satisfied
81265,Moderately satisfied
81266,Moderately satisfied
81268,Moderately satisfied
81271,Moderately satisfied
81272,Moderately satisfied
81274,Moderately satisfied
81275,Moderately satisfied
81276,Extremely satisfied
81277,Extremely satisfied
81283,Moderately satisfied
81284,Moderately satisfied
81285,Slightly satisfied
81288,Slightly dissatisfied
81289,Moderately satisfied
81290,Slightly satisfied
81291,Moderately satisfied
81293,Neither satisfied nor dissatisfied
81295,Moderately satisfied
81296,Moderately satisfied
81297,Moderately satisfied
81302,Moderately satisfied
81303,Moderately satisfied
81304,Slightly dissatisfied
81305,Neither satisfied nor dissatisfied
81307,Slightly dissatisfied
81308,Slightly satisfied
81309,Extremely dissatisfied
81310,Slightly satisfied
81311,Moderately dissatisfied
81312,Extremely satisfied
81317,Slightly dissatisfied
81318,Extremely satisfied
81319,Slightly satisfied
81322,Moderately satisfied
81327,Moderately satisfied
81329,Slightly satisfied
81330,Neither satisfied nor dissatisfied
81332,Moderately satisfied
81333,Moderately satisfied
81336,Moderately satisfied
81337,Extremely satisfied
81339,Slightly dissatisfied
81340,Extremely satisfied
81341,Extremely satisfied
81345,Moderately satisfied
81346,Moderately dissatisfied
81347,Moderately satisfied
81349,Slightly satisfied
81350,Extremely satisfied
81351,Moderately satisfied
81356,Moderately satisfied
81358,Extremely satisfied
81361,Extremely satisfied
81362,Moderately dissatisfied
81363,Moderately satisfied
81365,Moderately satisfied
81366,Moderately satisfied
81373,Slightly satisfied
81374,Moderately satisfied
81375,Moderately satisfied
81376,Extremely satisfied
81377,Slightly satisfied
81378,Neither satisfied nor dissatisfied
81380,Moderately satisfied
81383,Extremely satisfied
81385,Moderately satisfied
81388,Moderately satisfied
81389,Slightly dissatisfied
81391,Slightly satisfied
81392,Extremely satisfied
81394,Moderately satisfied
81397,Neither satisfied nor dissatisfied
81398,Moderately dissatisfied
81401,Extremely satisfied
81402,Slightly satisfied
81403,Slightly satisfied
81404,Moderately satisfied
81407,Extremely satisfied
81408,Moderately dissatisfied
81411,Slightly satisfied
81412,Slightly satisfied
81413,Neither satisfied nor dissatisfied
81416,Moderately dissatisfied
81417,Moderately satisfied
81418,Moderately satisfied
81419,Slightly satisfied
81421,Extremely satisfied
81425,Extremely satisfied
81426,Slightly satisfied
81433,Moderately satisfied
81434,Slightly satisfied
81436,Slightly satisfied
81439,Moderately satisfied
81440,Moderately satisfied
81442,Moderately satisfied
81443,Moderately satisfied
81444,Moderately satisfied
81445,Slightly satisfied
81446,Extremely satisfied
81447,Neither satisfied nor dissatisfied
81448,Slightly satisfied
81450,Extremely dissatisfied
81455,Neither satisfied nor dissatisfied
81456,Moderately satisfied
81457,Moderately dissatisfied
81459,Moderately dissatisfied
81460,Extremely satisfied
81464,Neither satisfied nor dissatisfied
81465,Extremely satisfied
81467,Slightly satisfied
81470,Moderately satisfied
81471,Slightly satisfied
81473,Moderately satisfied
81476,Moderately satisfied
81477,Moderately satisfied
81478,Extremely dissatisfied
81479,Moderately satisfied
81480,Moderately satisfied
81483,Moderately satisfied
81487,Slightly satisfied
81488,Moderately dissatisfied
81489,Moderately satisfied
81492,Extremely satisfied
81493,Moderately dissatisfied
81495,Extremely satisfied
81497,Moderately satisfied
81499,Moderately satisfied
81500,Moderately satisfied
81501,Moderately satisfied
81503,Moderately satisfied
81504,Moderately satisfied
81506,Slightly dissatisfied
81507,Slightly dissatisfied
81508,Extremely satisfied
81510,Moderately satisfied
81512,Moderately satisfied
81513,Moderately satisfied
81516,Moderately satisfied
81517,Slightly dissatisfied
81522,Moderately satisfied
81523,Moderately satisfied
81528,Slightly satisfied
81531,Moderately satisfied
81534,Extremely satisfied
81535,Extremely dissatisfied
81536,Extremely dissatisfied
81537,Moderately dissatisfied
81538,Moderately satisfied
81539,Moderately satisfied
81541,Moderately dissatisfied
81542,Extremely satisfied
81544,Moderately satisfied
81547,Moderately satisfied
81550,Slightly dissatisfied
81551,Moderately satisfied
81552,Moderately dissatisfied
81553,Slightly dissatisfied
81556,Slightly satisfied
81558,Slightly dissatisfied
81559,Moderately satisfied
81560,Slightly satisfied
81562,Slightly satisfied
81565,Extremely satisfied
81567,Moderately satisfied
81568,Moderately satisfied
81569,Extremely satisfied
81571,Slightly satisfied
81574,Moderately satisfied
81576,Slightly satisfied
81577,Extremely satisfied
81578,Extremely satisfied
81579,Moderately satisfied
81581,Extremely satisfied
81582,Moderately satisfied
81583,Slightly satisfied
81585,Extremely dissatisfied
81586,Slightly dissatisfied
81587,Neither satisfied nor dissatisfied
81589,Slightly satisfied
81591,Moderately dissatisfied
81592,Moderately satisfied
81596,Moderately satisfied
81598,Slightly dissatisfied
81600,Slightly satisfied
81602,Moderately satisfied
81603,Slightly satisfied
81604,Moderately satisfied
81605,Slightly satisfied
81611,Moderately dissatisfied
81612,Neither satisfied nor dissatisfied
81613,Moderately satisfied
81615,Neither satisfied nor dissatisfied
81616,Extremely satisfied
81618,Slightly satisfied
81620,Moderately satisfied
81622,Slightly satisfied
81624,Moderately satisfied
81625,Moderately satisfied
81627,Moderately satisfied
81628,Slightly satisfied
81634,Moderately satisfied
81635,Slightly satisfied
81636,Moderately dissatisfied
81639,Extremely satisfied
81640,Slightly satisfied
81641,Extremely satisfied
81644,Extremely satisfied
81645,Slightly dissatisfied
81646,Slightly dissatisfied
81647,Moderately satisfied
81648,Neither satisfied nor dissatisfied
81649,Moderately satisfied
81650,Moderately satisfied
81652,Neither satisfied nor dissatisfied
81657,Slightly satisfied
81659,Slightly dissatisfied
81660,Extremely satisfied
81661,Slightly satisfied
81666,Slightly satisfied
81667,Moderately satisfied
81668,Neither satisfied nor dissatisfied
81669,Extremely satisfied
81670,Extremely satisfied
81671,Extremely satisfied
81673,Extremely satisfied
81674,Moderately satisfied
81675,Moderately satisfied
81676,Moderately satisfied
81677,Extremely satisfied
81678,Extremely satisfied
81679,Extremely dissatisfied
81680,Moderately satisfied
81681,Slightly satisfied
81682,Neither satisfied nor dissatisfied
81683,Slightly satisfied
81684,Moderately satisfied
81685,Moderately satisfied
81686,Moderately satisfied
81687,Moderately satisfied
81688,Slightly satisfied
81691,Slightly satisfied
81696,Slightly satisfied
81697,Slightly satisfied
81698,Slightly satisfied
81701,Moderately satisfied
81703,Extremely satisfied
81704,Moderately dissatisfied
81705,Slightly satisfied
81707,Moderately satisfied
81709,Slightly satisfied
81710,Moderately satisfied
81711,Moderately satisfied
81715,Moderately satisfied
81717,Moderately satisfied
81722,Neither satisfied nor dissatisfied
81723,Slightly satisfied
81726,Neither satisfied nor dissatisfied
81727,Moderately satisfied
81729,Moderately satisfied
81730,Moderately satisfied
81733,Moderately satisfied
81735,Moderately satisfied
81736,Extremely dissatisfied
81737,Moderately satisfied
81738,Slightly satisfied
81742,Slightly satisfied
81743,Moderately satisfied
81744,Slightly dissatisfied
81745,Moderately satisfied
81746,Extremely satisfied
81748,Slightly satisfied
81750,Neither satisfied nor dissatisfied
81752,Extremely satisfied
81753,Slightly satisfied
81754,Slightly satisfied
81756,Slightly satisfied
81757,Neither satisfied nor dissatisfied
81758,Extremely satisfied
81759,Slightly satisfied
81760,Moderately satisfied
81761,Moderately satisfied
81762,Moderately satisfied
81763,Moderately satisfied
81764,Moderately satisfied
81766,Slightly satisfied
81768,Moderately satisfied
81774,Slightly satisfied
81776,Moderately satisfied
81777,Slightly dissatisfied
81779,Moderately satisfied
81780,Moderately satisfied
81781,Slightly satisfied
81785,Neither satisfied nor dissatisfied
81787,Moderately dissatisfied
81789,Moderately satisfied
81790,Slightly dissatisfied
81792,Slightly dissatisfied
81793,Moderately satisfied
81796,Moderately satisfied
81800,Moderately satisfied
81801,Slightly satisfied
81802,Moderately satisfied
81803,Slightly dissatisfied
81804,Extremely satisfied
81805,Slightly satisfied
81812,Slightly satisfied
81816,Neither satisfied nor dissatisfied
81817,Slightly satisfied
81820,Neither satisfied nor dissatisfied
81822,Extremely satisfied
81823,Moderately dissatisfied
81824,Slightly satisfied
81826,Moderately satisfied
81828,Extremely satisfied
81831,Moderately satisfied
81832,Moderately satisfied
81837,Extremely satisfied
81838,Extremely satisfied
81839,Moderately satisfied
81841,Slightly satisfied
81843,Moderately satisfied
